column1,column2,column3,column4,target
774.0,421.0,362.0,409.0,1
425.0,409.0,315.0,647.0,0
275.0,209.0,466.0,200.0,0
288.0,630.0,862.0,451.0,0
706.0,446.0,503.0,115.0,0
779.0,128.0,982.0,874.0,1
748.0,797.0,906.0,643.0,0
29.0,633.0,479.0,541.0,0
220.0,800.0,613.0,406.0,0
137.0,172.0,282.0,162.0,0
312.0,144.0,464.0,211.0,0
848.0,192.0,881.0,646.0,0
801.0,748.0,905.0,236.0,0
866.0,572.0,125.0,355.0,0
266.0,894.0,168.0,365.0,0
347.0,123.0,665.0,422.0,1
382.0,750.0,437.0,846.0,0
198.0,991.0,904.0,63.0,0
727.0,163.0,574.0,725.0,1
609.0,941.0,285.0,579.0,1
441.0,884.0,60.0,407.0,0
735.0,25.0,762.0,100.0,0
631.0,564.0,657.0,997.0,0
445.0,341.0,517.0,198.0,0
730.0,36.0,896.0,59.0,0
977.0,465.0,795.0,313.0,0
783.0,84.0,460.0,226.0,0
2.0,247.0,256.0,459.0,0
254.0,363.0,986.0,867.0,1
795.0,207.0,273.0,485.0,0
577.0,681.0,712.0,304.0,0
525.0,347.0,649.0,306.0,0
373.0,908.0,58.0,673.0,0
774.0,778.0,999.0,329.0,1
204.0,619.0,300.0,43.0,0
501.0,948.0,740.0,146.0,0
840.0,404.0,266.0,321.0,0
311.0,632.0,137.0,310.0,0
554.0,936.0,355.0,948.0,0
997.0,633.0,448.0,28.0,0
496.0,407.0,442.0,107.0,0
276.0,99.0,337.0,133.0,1
911.0,671.0,905.0,324.0,0
377.0,672.0,230.0,159.0,0
996.0,463.0,507.0,764.0,0
252.0,435.0,643.0,941.0,0
768.0,118.0,724.0,970.0,1
902.0,482.0,982.0,700.0,1
281.0,274.0,742.0,779.0,0
278.0,753.0,56.0,597.0,0
191.0,861.0,65.0,319.0,0
213.0,947.0,626.0,836.0,0
49.0,869.0,930.0,709.0,0
973.0,752.0,724.0,38.0,1
601.0,407.0,80.0,334.0,0
402.0,202.0,201.0,550.0,0
983.0,691.0,607.0,130.0,0
367.0,942.0,58.0,48.0,0
39.0,696.0,85.0,667.0,0
180.0,47.0,937.0,690.0,0
906.0,366.0,44.0,902.0,0
356.0,965.0,256.0,282.0,0
43.0,100.0,618.0,371.0,1
345.0,440.0,805.0,994.0,1
741.0,109.0,649.0,287.0,1
244.0,739.0,978.0,178.0,0
456.0,844.0,748.0,361.0,0
271.0,718.0,781.0,701.0,0
336.0,368.0,346.0,251.0,0
645.0,989.0,234.0,332.0,0
681.0,663.0,942.0,758.0,0
542.0,415.0,827.0,298.0,0
295.0,254.0,229.0,227.0,0
773.0,555.0,182.0,149.0,0
864.0,723.0,512.0,228.0,0
544.0,61.0,885.0,463.0,0
796.0,108.0,708.0,839.0,1
661.0,11.0,954.0,152.0,0
124.0,821.0,840.0,740.0,0
214.0,913.0,832.0,365.0,0
529.0,382.0,892.0,588.0,0
14.0,439.0,826.0,956.0,0
342.0,35.0,690.0,133.0,0
870.0,711.0,756.0,387.0,0
324.0,873.0,716.0,501.0,0
150.0,477.0,438.0,495.0,0
108.0,534.0,51.0,74.0,0
76.0,906.0,390.0,963.0,0
914.0,897.0,463.0,714.0,0
774.0,312.0,99.0,84.0,0
281.0,374.0,264.0,413.0,0
353.0,18.0,371.0,370.0,0
703.0,470.0,664.0,68.0,0
128.0,437.0,985.0,254.0,0
418.0,253.0,855.0,129.0,0
602.0,133.0,27.0,843.0,0
739.0,644.0,34.0,117.0,0
134.0,412.0,444.0,616.0,0
835.0,909.0,428.0,44.0,0
938.0,581.0,208.0,690.0,0
971.0,936.0,922.0,134.0,0
760.0,868.0,878.0,365.0,0
726.0,810.0,579.0,537.0,0
975.0,384.0,646.0,465.0,0
705.0,277.0,176.0,596.0,0
163.0,921.0,474.0,378.0,0
840.0,670.0,734.0,987.0,0
599.0,864.0,103.0,246.0,0
114.0,781.0,291.0,509.0,0
952.0,808.0,36.0,244.0,0
224.0,41.0,805.0,717.0,0
725.0,446.0,381.0,535.0,0
318.0,193.0,718.0,149.0,0
823.0,201.0,311.0,944.0,0
830.0,868.0,321.0,917.0,0
633.0,741.0,533.0,353.0,0
60.0,402.0,451.0,470.0,1
216.0,330.0,682.0,319.0,0
978.0,529.0,677.0,47.0,1
923.0,205.0,471.0,60.0,1
880.0,258.0,190.0,847.0,0
994.0,733.0,573.0,756.0,0
125.0,684.0,317.0,53.0,0
23.0,355.0,958.0,742.0,1
548.0,242.0,540.0,482.0,0
449.0,156.0,638.0,876.0,0
21.0,824.0,106.0,386.0,0
686.0,290.0,30.0,509.0,0
880.0,76.0,229.0,14.0,1
693.0,333.0,680.0,193.0,1
10.0,197.0,184.0,265.0,0
607.0,628.0,878.0,669.0,1
500.0,965.0,146.0,237.0,0
718.0,417.0,724.0,270.0,1
65.0,935.0,424.0,877.0,0
715.0,524.0,688.0,618.0,0
529.0,304.0,123.0,735.0,0
45.0,437.0,62.0,318.0,0
831.0,399.0,532.0,999.0,1
158.0,14.0,797.0,539.0,0
485.0,570.0,405.0,82.0,0
977.0,843.0,753.0,450.0,0
911.0,37.0,495.0,765.0,0
650.0,425.0,103.0,81.0,0
785.0,582.0,819.0,609.0,0
934.0,627.0,884.0,778.0,1
333.0,864.0,193.0,783.0,0
54.0,867.0,827.0,545.0,0
626.0,780.0,101.0,44.0,0
686.0,559.0,253.0,939.0,0
462.0,617.0,365.0,346.0,0
901.0,736.0,145.0,504.0,0
425.0,689.0,725.0,811.0,0
923.0,289.0,998.0,13.0,1
914.0,287.0,855.0,871.0,0
326.0,4.0,740.0,196.0,1
77.0,118.0,814.0,891.0,1
907.0,139.0,597.0,738.0,0
267.0,943.0,180.0,681.0,0
259.0,624.0,816.0,780.0,1
555.0,271.0,110.0,302.0,1
283.0,679.0,492.0,83.0,0
637.0,143.0,502.0,975.0,0
111.0,913.0,767.0,104.0,1
805.0,861.0,718.0,335.0,0
955.0,854.0,533.0,438.0,0
755.0,668.0,975.0,313.0,0
82.0,989.0,566.0,845.0,0
477.0,719.0,558.0,644.0,0
905.0,886.0,998.0,234.0,0
705.0,522.0,304.0,915.0,0
832.0,87.0,140.0,709.0,1
711.0,651.0,105.0,963.0,1
638.0,388.0,389.0,852.0,0
426.0,798.0,129.0,13.0,0
956.0,221.0,860.0,926.0,0
912.0,718.0,588.0,329.0,0
650.0,745.0,9.0,983.0,0
38.0,19.0,357.0,133.0,0
911.0,310.0,197.0,979.0,0
510.0,909.0,454.0,493.0,0
504.0,104.0,952.0,240.0,0
611.0,387.0,192.0,335.0,0
196.0,247.0,721.0,930.0,0
886.0,938.0,932.0,673.0,0
175.0,738.0,525.0,558.0,1
552.0,650.0,303.0,21.0,0
658.0,661.0,468.0,65.0,0
91.0,901.0,769.0,413.0,0
946.0,417.0,309.0,334.0,1
622.0,66.0,591.0,780.0,0
743.0,395.0,258.0,747.0,1
516.0,346.0,444.0,766.0,0
106.0,261.0,287.0,612.0,0
695.0,981.0,282.0,817.0,1
515.0,77.0,35.0,635.0,0
436.0,924.0,207.0,154.0,1
647.0,868.0,600.0,255.0,0
706.0,709.0,396.0,28.0,1
830.0,788.0,195.0,43.0,0
231.0,525.0,493.0,471.0,0
551.0,608.0,75.0,923.0,0
298.0,150.0,264.0,91.0,0
946.0,679.0,64.0,650.0,1
420.0,248.0,4.0,851.0,0
464.0,435.0,704.0,788.0,0
447.0,358.0,198.0,908.0,1
258.0,869.0,193.0,893.0,1
432.0,985.0,486.0,752.0,0
726.0,658.0,535.0,602.0,1
55.0,296.0,21.0,185.0,0
653.0,665.0,213.0,203.0,1
326.0,157.0,178.0,347.0,0
639.0,907.0,722.0,417.0,1
352.0,777.0,122.0,325.0,0
925.0,469.0,488.0,271.0,0
589.0,861.0,783.0,728.0,0
513.0,907.0,284.0,971.0,1
523.0,64.0,415.0,966.0,0
249.0,359.0,744.0,380.0,1
354.0,772.0,929.0,144.0,0
555.0,110.0,399.0,571.0,0
591.0,580.0,383.0,661.0,0
35.0,520.0,645.0,677.0,0
115.0,165.0,533.0,494.0,0
50.0,563.0,417.0,12.0,0
147.0,749.0,392.0,143.0,0
810.0,907.0,366.0,508.0,0
997.0,295.0,53.0,295.0,0
447.0,226.0,44.0,378.0,1
704.0,252.0,286.0,992.0,0
657.0,451.0,481.0,363.0,0
715.0,771.0,835.0,981.0,0
577.0,953.0,811.0,84.0,0
198.0,30.0,284.0,165.0,1
411.0,275.0,380.0,715.0,0
422.0,32.0,444.0,524.0,0
506.0,150.0,632.0,447.0,0
583.0,527.0,122.0,458.0,0
802.0,512.0,838.0,168.0,0
851.0,47.0,759.0,5.0,0
918.0,866.0,69.0,700.0,0
158.0,885.0,189.0,18.0,1
805.0,587.0,260.0,912.0,0
976.0,766.0,262.0,894.0,1
88.0,362.0,817.0,794.0,0
575.0,598.0,124.0,206.0,1
668.0,481.0,127.0,114.0,0
772.0,797.0,412.0,599.0,0
518.0,820.0,927.0,190.0,0
706.0,110.0,104.0,861.0,0
714.0,421.0,459.0,475.0,0
618.0,678.0,722.0,529.0,0
112.0,574.0,719.0,226.0,1
772.0,113.0,58.0,793.0,0
388.0,436.0,433.0,804.0,0
348.0,168.0,958.0,40.0,0
789.0,229.0,361.0,926.0,0
560.0,198.0,256.0,842.0,0
584.0,102.0,39.0,71.0,0
11.0,236.0,87.0,152.0,0
855.0,78.0,419.0,382.0,0
541.0,161.0,431.0,750.0,0
666.0,852.0,676.0,546.0,1
113.0,698.0,960.0,594.0,0
892.0,504.0,257.0,306.0,1
727.0,146.0,371.0,188.0,0
743.0,951.0,107.0,497.0,1
359.0,191.0,262.0,863.0,0
857.0,118.0,524.0,972.0,0
619.0,543.0,368.0,252.0,1
962.0,987.0,873.0,770.0,0
651.0,944.0,520.0,285.0,0
279.0,56.0,513.0,408.0,0
227.0,64.0,57.0,928.0,0
799.0,841.0,609.0,976.0,0
774.0,879.0,79.0,930.0,0
199.0,112.0,830.0,815.0,0
339.0,995.0,714.0,14.0,0
141.0,961.0,907.0,59.0,0
745.0,878.0,798.0,638.0,1
965.0,620.0,647.0,57.0,0
136.0,790.0,635.0,143.0,0
600.0,679.0,766.0,886.0,0
806.0,153.0,623.0,486.0,0
876.0,697.0,246.0,404.0,1
520.0,233.0,82.0,904.0,0
666.0,520.0,610.0,61.0,0
596.0,220.0,222.0,142.0,1
602.0,323.0,927.0,957.0,0
508.0,725.0,951.0,635.0,0
595.0,247.0,940.0,319.0,0
865.0,969.0,682.0,350.0,0
886.0,398.0,720.0,949.0,0
841.0,375.0,159.0,341.0,0
102.0,803.0,90.0,924.0,0
441.0,176.0,744.0,694.0,0
72.0,477.0,554.0,368.0,1
242.0,479.0,515.0,479.0,1
218.0,381.0,146.0,721.0,0
666.0,73.0,803.0,747.0,1
849.0,563.0,711.0,201.0,0
179.0,308.0,73.0,844.0,0
397.0,944.0,513.0,245.0,0
384.0,827.0,167.0,800.0,0
248.0,977.0,925.0,148.0,1
907.0,988.0,427.0,849.0,0
632.0,815.0,854.0,417.0,0
729.0,425.0,234.0,914.0,0
693.0,638.0,558.0,681.0,0
729.0,935.0,90.0,243.0,1
791.0,837.0,10.0,297.0,0
383.0,694.0,478.0,666.0,0
987.0,101.0,638.0,857.0,0
928.0,643.0,198.0,78.0,0
697.0,121.0,158.0,17.0,0
589.0,771.0,874.0,571.0,0
177.0,492.0,114.0,844.0,0
388.0,596.0,763.0,404.0,1
900.0,439.0,616.0,760.0,0
355.0,248.0,72.0,22.0,1
249.0,26.0,880.0,887.0,0
555.0,695.0,348.0,379.0,0
170.0,645.0,929.0,150.0,0
179.0,550.0,303.0,40.0,0
338.0,961.0,124.0,590.0,0
874.0,688.0,24.0,62.0,0
699.0,832.0,146.0,764.0,0
728.0,52.0,654.0,726.0,0
392.0,10.0,925.0,348.0,0
718.0,29.0,798.0,872.0,0
264.0,413.0,258.0,558.0,0
224.0,11.0,116.0,123.0,1
658.0,826.0,168.0,149.0,0
68.0,532.0,291.0,695.0,0
227.0,493.0,964.0,438.0,0
864.0,866.0,225.0,351.0,1
294.0,518.0,34.0,370.0,0
113.0,259.0,994.0,974.0,0
678.0,840.0,788.0,92.0,0
222.0,515.0,657.0,284.0,0
670.0,593.0,830.0,328.0,0
700.0,783.0,371.0,765.0,0
50.0,580.0,291.0,879.0,0
266.0,940.0,904.0,994.0,1
767.0,472.0,788.0,395.0,1
585.0,591.0,888.0,965.0,0
556.0,94.0,997.0,294.0,0
966.0,117.0,426.0,775.0,1
64.0,864.0,137.0,306.0,0
672.0,930.0,436.0,290.0,1
926.0,947.0,110.0,635.0,0
165.0,2.0,854.0,453.0,1
630.0,84.0,772.0,786.0,0
969.0,863.0,178.0,283.0,0
721.0,641.0,82.0,871.0,0
446.0,240.0,273.0,220.0,0
715.0,837.0,824.0,259.0,0
25.0,973.0,363.0,796.0,0
684.0,301.0,606.0,911.0,0
757.0,94.0,881.0,862.0,0
653.0,916.0,745.0,97.0,0
124.0,465.0,949.0,242.0,0
155.0,66.0,375.0,306.0,0
670.0,812.0,943.0,589.0,0
581.0,640.0,791.0,975.0,0
930.0,980.0,318.0,941.0,0
157.0,884.0,503.0,138.0,0
20.0,277.0,834.0,883.0,0
965.0,92.0,484.0,23.0,1
433.0,109.0,728.0,636.0,0
208.0,409.0,144.0,641.0,0
900.0,893.0,695.0,11.0,0
527.0,348.0,285.0,29.0,1
94.0,603.0,644.0,480.0,0
549.0,364.0,70.0,17.0,0
768.0,126.0,43.0,75.0,0
56.0,699.0,223.0,878.0,0
99.0,583.0,264.0,229.0,0
640.0,539.0,174.0,745.0,0
479.0,248.0,254.0,923.0,1
373.0,104.0,984.0,409.0,0
678.0,121.0,100.0,188.0,0
629.0,390.0,530.0,870.0,0
664.0,376.0,74.0,11.0,0
545.0,866.0,583.0,136.0,1
732.0,474.0,446.0,37.0,1
926.0,457.0,312.0,811.0,1
938.0,946.0,82.0,99.0,0
235.0,45.0,23.0,149.0,0
360.0,513.0,423.0,773.0,0
741.0,5.0,778.0,60.0,0
424.0,342.0,30.0,483.0,1
129.0,32.0,730.0,118.0,0
207.0,271.0,896.0,347.0,0
5.0,926.0,889.0,839.0,0
236.0,475.0,591.0,265.0,0
94.0,725.0,559.0,401.0,0
907.0,749.0,23.0,415.0,0
655.0,659.0,374.0,926.0,0
624.0,341.0,146.0,152.0,1
959.0,673.0,619.0,661.0,1
758.0,998.0,160.0,23.0,0
844.0,219.0,361.0,179.0,0
213.0,723.0,721.0,556.0,0
802.0,625.0,849.0,415.0,0
537.0,638.0,850.0,183.0,0
257.0,924.0,812.0,863.0,0
90.0,345.0,655.0,339.0,1
648.0,173.0,814.0,503.0,0
749.0,564.0,656.0,967.0,1
254.0,559.0,839.0,789.0,0
801.0,799.0,96.0,569.0,0
204.0,552.0,65.0,422.0,0
857.0,564.0,316.0,874.0,0
994.0,79.0,608.0,438.0,0
777.0,275.0,443.0,482.0,0
517.0,871.0,526.0,510.0,0
948.0,446.0,141.0,334.0,1
202.0,832.0,583.0,406.0,0
574.0,975.0,173.0,500.0,1
177.0,765.0,588.0,160.0,0
328.0,233.0,518.0,449.0,0
343.0,972.0,733.0,800.0,1
862.0,54.0,607.0,205.0,0
319.0,205.0,661.0,342.0,0
174.0,320.0,566.0,432.0,1
358.0,478.0,88.0,914.0,1
609.0,821.0,553.0,242.0,0
180.0,5.0,254.0,102.0,1
505.0,766.0,614.0,52.0,0
969.0,97.0,370.0,805.0,0
600.0,747.0,355.0,981.0,0
211.0,673.0,844.0,768.0,1
879.0,673.0,380.0,225.0,0
88.0,526.0,376.0,413.0,0
785.0,445.0,783.0,345.0,1
702.0,177.0,953.0,176.0,1
939.0,699.0,337.0,638.0,1
788.0,208.0,146.0,267.0,0
443.0,368.0,90.0,16.0,0
637.0,158.0,457.0,556.0,0
301.0,698.0,750.0,652.0,1
868.0,460.0,713.0,578.0,1
808.0,305.0,105.0,15.0,0
54.0,519.0,20.0,330.0,0
377.0,197.0,972.0,169.0,0
909.0,169.0,223.0,637.0,0
845.0,616.0,819.0,154.0,0
526.0,68.0,186.0,947.0,0
65.0,82.0,683.0,903.0,0
724.0,510.0,353.0,522.0,0
478.0,608.0,479.0,941.0,0
534.0,518.0,735.0,494.0,0
664.0,780.0,717.0,913.0,0
321.0,120.0,592.0,389.0,0
188.0,948.0,768.0,611.0,0
413.0,367.0,510.0,214.0,0
92.0,10.0,916.0,437.0,0
681.0,17.0,181.0,854.0,1
75.0,857.0,724.0,202.0,1
297.0,716.0,91.0,335.0,0
506.0,356.0,125.0,769.0,0
284.0,316.0,580.0,171.0,0
977.0,774.0,802.0,163.0,0
532.0,409.0,868.0,224.0,0
956.0,871.0,960.0,774.0,0
38.0,705.0,781.0,214.0,1
773.0,69.0,12.0,582.0,0
695.0,487.0,303.0,638.0,0
882.0,770.0,259.0,231.0,0
185.0,971.0,34.0,436.0,0
523.0,395.0,622.0,855.0,1
929.0,277.0,306.0,319.0,0
150.0,0.0,227.0,525.0,0
69.0,38.0,158.0,997.0,0
589.0,134.0,325.0,938.0,0
202.0,238.0,180.0,447.0,1
53.0,467.0,160.0,553.0,0
837.0,112.0,275.0,914.0,0
744.0,691.0,365.0,910.0,0
25.0,472.0,411.0,669.0,1
170.0,102.0,254.0,457.0,0
526.0,285.0,905.0,404.0,0
950.0,251.0,891.0,178.0,1
1.0,661.0,160.0,222.0,0
15.0,795.0,674.0,828.0,0
17.0,735.0,791.0,141.0,0
18.0,300.0,338.0,171.0,1
35.0,27.0,265.0,526.0,0
843.0,355.0,590.0,532.0,0
951.0,498.0,266.0,845.0,0
914.0,163.0,598.0,693.0,0
559.0,644.0,891.0,796.0,0
398.0,606.0,132.0,406.0,0
684.0,773.0,535.0,710.0,0
341.0,491.0,11.0,293.0,1
347.0,982.0,278.0,700.0,0
338.0,382.0,383.0,969.0,1
137.0,856.0,268.0,54.0,0
233.0,92.0,405.0,149.0,0
624.0,929.0,584.0,584.0,0
764.0,247.0,884.0,854.0,0
74.0,854.0,742.0,968.0,1
564.0,13.0,206.0,688.0,0
827.0,829.0,771.0,421.0,0
275.0,271.0,979.0,437.0,0
378.0,592.0,617.0,515.0,0
765.0,124.0,158.0,127.0,0
49.0,366.0,970.0,683.0,0
818.0,778.0,279.0,415.0,0
447.0,344.0,940.0,961.0,0
857.0,977.0,363.0,102.0,1
777.0,209.0,391.0,189.0,0
987.0,323.0,135.0,364.0,0
772.0,6.0,582.0,800.0,0
370.0,515.0,93.0,424.0,1
431.0,501.0,675.0,556.0,0
768.0,993.0,458.0,731.0,1
949.0,892.0,740.0,515.0,0
831.0,677.0,691.0,161.0,0
663.0,859.0,984.0,152.0,0
996.0,873.0,532.0,657.0,0
930.0,243.0,356.0,740.0,1
355.0,99.0,167.0,228.0,0
927.0,39.0,516.0,299.0,0
498.0,181.0,849.0,141.0,1
56.0,118.0,305.0,992.0,0
530.0,561.0,424.0,726.0,0
109.0,553.0,43.0,152.0,0
550.0,937.0,485.0,567.0,0
398.0,532.0,549.0,372.0,0
28.0,686.0,335.0,650.0,1
553.0,887.0,369.0,630.0,0
250.0,36.0,529.0,500.0,0
590.0,709.0,567.0,235.0,0
588.0,337.0,906.0,629.0,0
515.0,733.0,592.0,952.0,1
33.0,770.0,822.0,22.0,0
242.0,924.0,358.0,594.0,0
310.0,786.0,252.0,824.0,0
696.0,367.0,155.0,48.0,0
636.0,136.0,226.0,66.0,0
682.0,84.0,793.0,271.0,0
907.0,534.0,504.0,941.0,0
540.0,203.0,565.0,225.0,1
702.0,424.0,265.0,781.0,0
966.0,636.0,848.0,137.0,0
822.0,337.0,848.0,389.0,0
444.0,645.0,411.0,724.0,0
977.0,481.0,473.0,138.0,0
801.0,155.0,114.0,148.0,0
124.0,449.0,201.0,898.0,1
766.0,417.0,731.0,242.0,0
173.0,603.0,212.0,601.0,0
607.0,629.0,290.0,976.0,0
309.0,907.0,468.0,262.0,0
913.0,694.0,92.0,418.0,0
521.0,474.0,462.0,46.0,0
453.0,186.0,970.0,743.0,0
874.0,24.0,519.0,475.0,0
498.0,961.0,810.0,157.0,0
436.0,793.0,953.0,786.0,0
585.0,978.0,411.0,871.0,0
27.0,455.0,419.0,878.0,0
347.0,367.0,22.0,331.0,0
109.0,36.0,666.0,465.0,0
645.0,704.0,766.0,507.0,0
84.0,751.0,579.0,967.0,0
680.0,210.0,309.0,816.0,0
871.0,165.0,317.0,772.0,0
488.0,59.0,902.0,734.0,0
460.0,134.0,829.0,961.0,1
713.0,79.0,0.0,16.0,0
901.0,874.0,15.0,57.0,0
784.0,753.0,133.0,763.0,0
159.0,304.0,566.0,906.0,1
641.0,972.0,436.0,158.0,0
67.0,318.0,645.0,127.0,0
557.0,353.0,883.0,214.0,0
419.0,715.0,342.0,895.0,0
685.0,209.0,971.0,685.0,0
880.0,416.0,324.0,534.0,1
22.0,718.0,767.0,630.0,0
85.0,58.0,302.0,61.0,0
838.0,242.0,641.0,550.0,0
632.0,729.0,326.0,213.0,0
900.0,168.0,148.0,604.0,1
581.0,286.0,912.0,668.0,1
53.0,966.0,643.0,147.0,1
348.0,522.0,258.0,666.0,1
125.0,405.0,298.0,815.0,1
281.0,454.0,16.0,421.0,0
637.0,899.0,716.0,999.0,0
756.0,44.0,204.0,394.0,0
535.0,607.0,899.0,183.0,1
860.0,819.0,625.0,28.0,0
63.0,723.0,691.0,608.0,0
668.0,668.0,394.0,329.0,0
872.0,916.0,597.0,52.0,0
132.0,983.0,633.0,352.0,1
291.0,157.0,167.0,438.0,0
15.0,387.0,688.0,766.0,0
224.0,953.0,945.0,119.0,0
550.0,29.0,864.0,958.0,0
241.0,310.0,402.0,636.0,0
106.0,556.0,492.0,224.0,0
53.0,36.0,585.0,43.0,0
577.0,838.0,650.0,763.0,1
40.0,434.0,353.0,359.0,1
929.0,761.0,886.0,375.0,0
450.0,763.0,917.0,922.0,0
563.0,925.0,133.0,753.0,0
235.0,132.0,319.0,997.0,1
781.0,779.0,436.0,1.0,1
290.0,763.0,56.0,845.0,0
443.0,523.0,878.0,901.0,0
535.0,10.0,596.0,447.0,0
605.0,55.0,461.0,81.0,1
728.0,55.0,409.0,877.0,0
286.0,484.0,585.0,187.0,1
990.0,342.0,115.0,385.0,0
98.0,982.0,707.0,253.0,1
304.0,827.0,359.0,958.0,0
830.0,257.0,855.0,715.0,0
891.0,43.0,668.0,949.0,0
548.0,259.0,101.0,647.0,0
305.0,825.0,8.0,852.0,1
245.0,833.0,756.0,654.0,0
203.0,708.0,988.0,595.0,0
134.0,840.0,868.0,261.0,0
971.0,324.0,243.0,545.0,0
705.0,895.0,954.0,461.0,0
958.0,46.0,213.0,594.0,0
751.0,275.0,346.0,70.0,1
989.0,523.0,529.0,452.0,1
68.0,961.0,104.0,269.0,1
78.0,387.0,709.0,456.0,0
165.0,242.0,751.0,574.0,0
508.0,371.0,435.0,54.0,1
932.0,81.0,637.0,59.0,0
282.0,659.0,968.0,10.0,1
730.0,304.0,937.0,641.0,0
112.0,699.0,195.0,372.0,0
203.0,881.0,390.0,447.0,0
502.0,681.0,866.0,23.0,1
153.0,258.0,292.0,288.0,0
98.0,228.0,772.0,650.0,0
966.0,864.0,334.0,963.0,1
606.0,412.0,837.0,954.0,0
682.0,155.0,435.0,426.0,0
213.0,602.0,551.0,540.0,1
556.0,16.0,700.0,147.0,0
607.0,575.0,742.0,124.0,0
279.0,31.0,156.0,814.0,0
765.0,603.0,259.0,364.0,0
196.0,944.0,632.0,163.0,0
53.0,948.0,400.0,798.0,0
629.0,793.0,306.0,344.0,0
703.0,624.0,950.0,885.0,0
820.0,150.0,179.0,672.0,0
28.0,153.0,724.0,831.0,1
19.0,890.0,479.0,952.0,0
353.0,160.0,572.0,46.0,0
598.0,320.0,816.0,520.0,0
114.0,344.0,724.0,930.0,1
165.0,965.0,213.0,671.0,0
199.0,69.0,10.0,780.0,0
523.0,82.0,717.0,857.0,0
863.0,18.0,667.0,419.0,0
956.0,18.0,119.0,15.0,0
546.0,333.0,581.0,773.0,1
692.0,762.0,532.0,38.0,1
396.0,25.0,680.0,479.0,0
867.0,893.0,888.0,690.0,0
214.0,649.0,862.0,882.0,0
964.0,590.0,6.0,96.0,0
267.0,281.0,194.0,51.0,0
703.0,982.0,353.0,611.0,1
283.0,580.0,272.0,77.0,0
129.0,163.0,415.0,798.0,0
371.0,702.0,419.0,111.0,0
570.0,548.0,410.0,303.0,0
360.0,544.0,776.0,811.0,0
781.0,407.0,53.0,269.0,1
251.0,775.0,611.0,840.0,0
373.0,887.0,641.0,845.0,0
244.0,72.0,189.0,966.0,0
198.0,1.0,963.0,196.0,0
278.0,158.0,402.0,930.0,0
668.0,929.0,391.0,992.0,0
588.0,281.0,111.0,972.0,0
398.0,782.0,842.0,39.0,0
785.0,859.0,217.0,901.0,0
445.0,252.0,823.0,883.0,0
226.0,505.0,724.0,559.0,0
177.0,808.0,878.0,217.0,0
24.0,689.0,357.0,782.0,0
473.0,890.0,500.0,20.0,0
706.0,403.0,276.0,142.0,1
857.0,227.0,137.0,36.0,0
592.0,120.0,342.0,584.0,1
691.0,945.0,769.0,787.0,0
676.0,394.0,464.0,4.0,0
102.0,380.0,918.0,934.0,0
644.0,287.0,692.0,987.0,0
541.0,708.0,560.0,584.0,0
960.0,670.0,735.0,964.0,0
838.0,969.0,367.0,717.0,1
941.0,639.0,705.0,57.0,0
989.0,929.0,923.0,404.0,1
243.0,158.0,673.0,991.0,0
634.0,692.0,770.0,444.0,0
433.0,684.0,258.0,884.0,0
235.0,178.0,68.0,127.0,1
782.0,557.0,137.0,615.0,0
666.0,559.0,626.0,978.0,1
135.0,884.0,464.0,335.0,0
287.0,288.0,730.0,249.0,0
945.0,592.0,400.0,138.0,1
184.0,226.0,254.0,310.0,0
5.0,903.0,257.0,102.0,0
502.0,588.0,556.0,58.0,0
961.0,677.0,752.0,445.0,0
742.0,571.0,662.0,341.0,0
695.0,439.0,197.0,522.0,0
533.0,852.0,15.0,434.0,1
906.0,823.0,101.0,920.0,0
592.0,175.0,207.0,827.0,0
799.0,192.0,196.0,201.0,1
355.0,357.0,150.0,282.0,0
377.0,809.0,585.0,323.0,0
711.0,79.0,783.0,802.0,1
416.0,784.0,342.0,507.0,0
32.0,68.0,923.0,580.0,0
468.0,152.0,601.0,878.0,0
346.0,683.0,114.0,547.0,1
769.0,361.0,93.0,319.0,0
992.0,445.0,885.0,523.0,0
822.0,282.0,644.0,604.0,1
831.0,848.0,149.0,526.0,0
527.0,311.0,733.0,99.0,0
379.0,585.0,807.0,913.0,1
634.0,598.0,112.0,639.0,0
502.0,434.0,770.0,121.0,1
577.0,926.0,408.0,163.0,1
636.0,957.0,128.0,267.0,0
970.0,417.0,358.0,814.0,0
551.0,710.0,668.0,971.0,0
747.0,352.0,103.0,988.0,1
673.0,350.0,950.0,927.0,0
345.0,957.0,701.0,795.0,0
38.0,710.0,257.0,470.0,0
296.0,612.0,872.0,692.0,0
383.0,617.0,730.0,327.0,1
942.0,400.0,479.0,742.0,0
635.0,117.0,861.0,677.0,0
844.0,645.0,746.0,119.0,0
462.0,652.0,579.0,283.0,0
430.0,745.0,480.0,325.0,1
659.0,396.0,707.0,296.0,0
782.0,503.0,801.0,576.0,0
814.0,64.0,87.0,192.0,0
724.0,209.0,226.0,684.0,0
864.0,900.0,558.0,735.0,1
126.0,977.0,979.0,488.0,1
94.0,716.0,625.0,266.0,0
906.0,742.0,185.0,807.0,0
123.0,862.0,19.0,684.0,0
550.0,824.0,681.0,64.0,1
406.0,380.0,866.0,569.0,0
520.0,688.0,227.0,989.0,0
138.0,676.0,540.0,308.0,1
556.0,247.0,753.0,513.0,0
522.0,101.0,316.0,103.0,0
556.0,808.0,574.0,400.0,0
817.0,201.0,671.0,73.0,0
